minute_offset,pv_power,house_load,tariff_price,prod_price,forecast_pv_power
0,5.5,229.5,0.1346,0.1346,143.6
15,5.5,161.8181818181818,0.1346,0.1346,148.075
30,5.5,157.85714285714286,0.12518,0.12518,152.55
45,5.5,155.83333333333334,0.12226,0.12226,157.02499999999998
60,5.5,197.27272727272728,0.12480404,0.12480404,161.5
75,5.5,153.75,0.12130795,0.12130795,165.975
90,5.5,157.0,0.11796535,0.11796535,170.45
105,5.5,139.28571428571428,0.11724,0.11724,174.925
120,5.5,163.5,0.11724,0.11724,179.39999999999998
135,5.5,195.33333333333331,0.11724,0.11724,183.875
150,5.5,155.0,0.11724,0.11724,188.35
165,5.5,144.7058823529412,0.11724,0.11724,192.825
180,7.0,163.57142857142858,0.11724,0.11724,197.3
195,7.5,198.1818181818182,0.11724,0.11724,201.775
210,7.5,148.66666666666666,0.11724,0.11724,206.25
225,7.5,142.85714285714286,0.11724,0.11724,210.725
240,16.333333333333332,132.22222222222223,0.1149179,0.1149179,215.2
255,75.9047619047619,155.88235294117646,0.11115,0.11115,219.675
270,225.29166666666663,168.8,0.11724,0.11724,224.15
285,539.8076923076923,156.1904761904762,0.1170121,0.1170121,228.625
300,588.8928571428571,163.33333333333334,0.11724,0.11724,233.1
315,769.6785714285714,173.8148148148148,0.11724,0.11724,237.575
330,1020.5,443.82142857142856,0.11724,0.11724,242.05
345,1411.9642857142858,219.4814814814815,0.1346,0.1346,246.525
360,1647.2068965517242,200.8571428571429,0.12703541,0.12703541,251.0
375,2131.5714285714284,176.2962962962963,0.13836,0.13836,388.25
390,2517.448275862069,201.5,0.14466962,0.14466962,525.5
405,2577.962962962963,180.03571428571428,0.14993497,0.14993497,662.75
420,2675.758620689656,191.55555555555557,0.14493,0.14493,800.0
435,2150.8928571428573,179.08,0.14659,0.14659,964.0
450,1401.0833333333333,139.33962264150944,0.15775276,0.15775276,1128.0
465,1984.0,234.69230769230768,0.1507272399999999,0.1507272399999999,1292.0
480,2524.8275862068967,173.68421052631578,0.1594199999999999,0.15165029,1456.0
495,2211.4137931034484,193.64864864864865,0.15499,0.1477060899999999,1596.75
510,2276.8888888888887,169.24324324324326,0.14897035,0.1456457599999999,1737.5
525,2949.9666666666667,268.675,0.14356,0.1384457899999999,1878.25
540,4061.259259259259,157.4516129032258,0.15610476,0.13404165,2019.0
555,3529.1071428571427,296.6551724137931,0.14659,0.12080285,2126.5
570,4046.137931034483,229.7142857142857,0.13867827,0.105691,2234.0
585,4380.178571428572,227.8947368421053,0.12047458,0.08475419,2341.5
600,3145.1724137931037,221.5625,0.14185,0.09635925,2449.0
615,1631.68,184.6451612903226,0.13660593,0.10091939,2461.0
630,1599.4137931034484,182.6190476190476,0.12421411,0.08377143,2473.0
645,1481.071428571429,173.78947368421052,0.11772996,0.0793551,2485.0
660,1351.0,195.69565217391303,0.12751362,0.0861008499999999,2497.0
675,1884.52,114.0,0.11975719,0.08096594,2390.25
690,4360.428571428572,176.24242424242425,0.11724,0.07900445,2283.5
705,4936.551724137931,315.675,0.11724,0.08153412,2176.75
720,4508.142857142857,349.8125,0.11724,0.07779827,2070.0
735,4077.137931034483,331.84,0.11724,0.07759286,1943.0
750,4145.551724137931,313.45454545454544,0.11724,0.07747303,1816.0
765,3887.0689655172414,287.4791666666667,0.11171311,0.07389458,1689.0
780,3938.206896551724,327.1224489795918,0.11253501,0.07491689,1562.0
795,3966.0,305.84444444444443,0.11207753,0.07503471,1447.25
810,3841.8275862068967,293.74468085106383,0.11478,0.07699454,1332.5
825,2730.758620689656,227.7142857142857,0.11724,0.07881288,1217.75
840,3454.689655172414,325.53333333333336,0.1134,0.07633686,1103.0
855,3420.689655172414,311.02222222222224,0.11724,0.0789757,1122.5
870,1798.0344827586207,255.5581395348837,0.11724,0.07905594,1142.0
885,1950.9655172413795,154.0,0.11724,0.07928196,1161.5
900,2711.535714285714,253.6888888888889,0.11552,0.07806807,1181.0
915,2416.214285714286,269.27450980392155,0.11724,0.07923792,1280.25
930,2080.4827586206898,213.61702127659572,0.11724,0.07924929,1379.5
945,1702.9310344827586,201.11111111111111,0.11724,0.0792811,1478.75
960,1268.7241379310344,160.0,0.11724,0.07916233,1578.0
975,1153.0,207.6153846153846,0.11724,0.07906519,1485.75
990,767.8928571428571,212.97297297297297,0.12209673,0.08207905,1393.5
1005,115.8148148148148,138.33333333333334,0.14103605,0.09437088,1301.25
1020,71.23809523809524,140.0,0.11896866,0.07908633,1209.0
1035,25.181818181818183,208.125,0.1270755,0.0843425,1065.25
1050,25.181818181818183,636.0869565217391,0.14356,0.10050861,921.5
1065,25.181818181818183,521.1875,0.14659,0.10820444,777.75
1080,25.181818181818183,197.33333333333331,0.11724,0.11724,634.0
1095,25.181818181818183,228.46153846153845,0.13291046,0.13291046,585.5
1110,25.181818181818183,902.0833333333334,0.13836,0.13836,537.0
1125,3.5,258.72222222222223,0.14179,0.14179,488.5
1140,0.0,1346.5,0.1391,0.1391,440.0
1155,0.0,661.7647058823529,0.1411,0.1411,377.75
1170,0.0,2414.1176470588234,0.14418,0.14418,315.5
1185,0.0,2326.1111111111118,0.15421,0.15421,253.25
1200,0.0,1606.875,0.14683482,0.14683482,191.0
1215,0.0,1321.0,0.15064,0.15064,191.0
1230,0.0,2408.913043478261,0.16,0.16,191.0
1245,0.0,1073.5263157894738,0.1594199999999999,0.1594199999999999,191.0
1260,0.0,450.9090909090909,0.14356,0.14356,191.0
1275,0.0,467.27272727272725,0.1423,0.1423,191.0
1290,0.0,386.8235294117647,0.13987,0.13987,191.0
1305,0.0,376.6666666666667,0.13836,0.13836,191.0
1320,0.0,376.6666666666667,0.13836,0.13836,191.0
1335,0.0,376.6666666666667,0.1346,0.1346,191.0
1350,0.0,376.6666666666667,0.12186361,0.12186361,191.0
1365,0.0,376.6666666666667,0.12268,0.12268,191.0
1380,0.0,376.6666666666667,0.13836,0.13836,191.0
1395,0.0,376.6666666666667,0.13341192,0.13341192,191.0
1410,0.0,376.6666666666667,0.11724,0.11724,191.0
1425,0.0,376.6666666666667,0.11724,0.11724,191.0
